Trafikkregistreringspunkt;Navn;Vegreferanse;Fra;Til;År;Måned;Trafikkmengde;Konfidensintervall start;Konfidensintervall slutt;Dekningsgrad (%);Antall døgn total;Antall døgn inkludert;Antall døgn ugyldig;Ikke gyldig lengde;Lengdekvalitetsgrad (%);Felt;< 5,6m;>= 5,6m;5,6m - 7,6m;7,6m - 12,5m;12,5m - 16,0m;>= 16,0m;16,0m - 24,0m;>= 24,0m
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;2749;2548;2950;100,0;30;30;0;0;100,0;Totalt i retning FUTRIKELV;2591;158;34;52;64;8;8;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;5490;5115;5865;100,0;30;30;0;1;100,0;Totalt;5170;319;71;106;127;16;16;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;3086;2860;3312;100,0;31;31;0;0;100,0;1;2888;198;47;73;68;9;9;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;3076;2880;3272;100,0;31;31;0;0;100,0;2;2878;198;49;72;67;10;10;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;3076;2880;3272;100,0;31;31;0;0;100,0;Totalt i retning FV 862;2877;199;49;72;67;10;10;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;3086;2860;3312;100,0;31;31;0;0;100,0;Totalt i retning FUTRIKELV;2889;197;47;72;68;9;9;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;6163;5745;6581;100,0;31;31;0;1;100,0;Totalt;5766;396;96;145;136;19;19;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;3314;3123;3505;100,0;30;30;0;0;100,0;1;3065;249;67;97;76;9;9;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;3306;3149;3463;100,0;30;30;0;0;100,0;2;3051;255;71;98;76;9;9;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;3306;3149;3463;100,0;30;30;0;1;100,0;Totalt i retning FV 862;3050;255;71;98;76;9;9;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;3315;3124;3506;100,0;30;30;0;0;100,0;Totalt i retning FUTRIKELV;3066;249;67;97;76;9;9;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;6620;6277;6963;100,0;30;30;0;0;100,0;Totalt;6116;503;138;194;153;18;18;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;2556;2413;2699;100,0;31;31;0;0;100,0;1;2360;196;54;76;61;5;5;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;2544;2430;2658;100,0;31;31;0;1;100,0;2;2346;197;56;75;61;5;5;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;2543;2429;2657;100,0;31;31;0;0;100,0;Totalt i retning FV 862;2346;197;56;75;61;5;5;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;2557;2414;2700;100,0;31;31;0;1;100,0;Totalt i retning FUTRIKELV;2360;196;54;76;61;5;5;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;5100;4848;5352;100,0;31;31;0;0;100,0;Totalt;4706;394;111;151;121;11;11;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;3136;2971;3301;100,0;31;31;0;0;100,0;1;2909;227;63;88;68;9;9;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;3136;3005;3267;100,0;31;31;0;1;100,0;2;2907;229;65;87;67;9;9;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;3135;3004;3266;100,0;31;31;0;0;100,0;Totalt i retning FV 862;2906;229;65;87;67;9;9;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;3137;2972;3302;100,0;31;31;0;0;100,0;Totalt i retning FUTRIKELV;2910;227;63;88;67;9;9;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;6272;5980;6564;100,0;31;31;0;1;100,0;Totalt;5816;456;128;176;135;17;17;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;3234;3069;3399;100,0;30;30;0;0;100,0;1;2987;247;64;97;78;8;8;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;3210;3077;3343;100,0;30;30;0;0;100,0;2;2961;248;67;96;77;9;9;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;3210;3077;3343;100,0;30;30;0;1;100,0;Totalt i retning FV 862;2961;249;67;96;77;9;9;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;3234;3069;3399;100,0;30;30;0;0;100,0;Totalt i retning FUTRIKELV;2987;247;64;97;78;8;8;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-09-01T00:00+02:00;2022-10-01T00:00+02:00;2022;9;6444;6150;6738;100,0;30;30;0;1;100,0;Totalt;5948;495;131;193;155;17;17;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;2981;2810;3152;100,0;31;31;0;1;100,0;1;2761;219;58;82;72;7;7;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;2987;2847;3127;100,0;31;31;0;1;100,0;2;2765;221;60;82;72;8;8;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;2987;2847;3127;100,0;31;31;0;1;100,0;Totalt i retning FV 862;2765;221;60;82;72;8;8;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;2981;2810;3152;100,0;31;31;0;1;100,0;Totalt i retning FUTRIKELV;2761;219;58;82;72;7;7;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-10-01T00:00+02:00;2022-11-01T00:00+01:00;2022;10;5968;5660;6276;100,0;31;31;0;2;100,0;Totalt;5526;440;118;164;144;15;15;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;2971;2814;3128;100,0;30;30;0;0;100,0;1;2778;193;52;62;71;8;8;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;2967;2836;3098;100,0;30;30;0;0;100,0;2;2774;192;52;61;71;8;8;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;2967;2836;3098;100,0;30;30;0;1;100,0;Totalt i retning FV 862;2774;193;52;61;71;8;8;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;2972;2815;3129;100,0;30;30;0;0;100,0;Totalt i retning FUTRIKELV;2779;193;52;62;71;8;8;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-11-01T00:00+01:00;2022-12-01T00:00+01:00;2022;11;5938;5652;6224;100,0;30;30;0;0;100,0;Totalt;5552;386;104;123;142;16;16;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;2781;2594;2968;100,0;31;31;0;1;100,0;1;2624;156;40;46;64;5;5;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;2766;2592;2940;100,0;31;31;0;1;100,0;2;2611;154;40;45;63;5;5;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;2770;2597;2943;100,0;31;31;0;1;100,0;Totalt i retning FV 862;2614;155;40;46;64;5;5;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;2777;2589;2965;100,0;31;31;0;1;100,0;Totalt i retning FUTRIKELV;2621;155;40;46;64;5;5;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2022-12-01T00:00+01:00;2023-01-01T00:00+01:00;2022;12;5547;5187;5907;100,0;31;31;0;3;99,9;Totalt;5234;310;80;91;128;11;11;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;2523;2378;2668;100,0;31;31;0;1;100,0;1;2358;164;42;48;69;6;6;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;2518;2392;2644;100,0;31;31;0;4;99,8;2;2349;164;42;49;67;6;6;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;2525;2399;2651;100,0;31;31;0;5;99,8;Totalt i retning FV 862;2354;166;43;50;67;6;6;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;2516;2371;2661;100,0;31;31;0;1;100,0;Totalt i retning FUTRIKELV;2353;162;42;47;68;6;6;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2023-01-01T00:00+01:00;2023-02-01T00:00+01:00;2023;1;5041;4772;5310;100,0;31;31;0;5;99,9;Totalt;4707;328;84;97;135;12;12;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;2599;2427;2771;100,0;28;28;0;1;100,0;1;2432;166;40;50;69;7;7;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;2591;2446;2736;100,0;28;28;0;2;99,9;2;2423;167;42;51;66;8;8;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;2601;2459;2743;100,0;28;28;0;2;99,9;Totalt i retning FV 862;2430;169;42;52;66;8;8;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;2589;2416;2762;100,0;28;28;0;1;100,0;Totalt i retning FUTRIKELV;2424;163;40;49;68;7;7;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2023-02-01T00:00+01:00;2023-03-01T00:00+01:00;2023;2;5189;4875;5503;100,0;28;28;0;2;100,0;Totalt;4855;332;82;101;135;14;14;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;2685;2542;2828;100,0;31;31;0;1;100,0;1;2511;173;36;61;69;6;6;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;2674;2538;2810;100,0;31;31;0;0;100,0;2;2495;179;41;67;64;7;7;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;2698;2568;2828;100,0;31;31;0;0;100,0;Totalt i retning FV 862;2513;184;42;70;66;7;7;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;2662;2514;2810;100,0;31;31;0;1;100,0;Totalt i retning FUTRIKELV;2493;167;36;58;68;6;6;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2023-03-01T00:00+01:00;2023-04-01T00:00+02:00;2023;3;5360;5085;5635;100,0;31;31;0;2;100,0;Totalt;5006;352;78;127;134;13;13;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;2608;2402;2814;100,0;30;30;0;1;100,0;1;2462;145;32;44;64;5;5;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;2595;2410;2780;100,0;30;30;0;0;100,0;2;2447;148;35;45;62;6;6;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;2599;2415;2783;100,0;30;30;0;1;100,0;Totalt i retning FV 862;2449;149;35;45;63;6;6;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;2605;2398;2812;100,0;30;30;0;1;100,0;Totalt i retning FUTRIKELV;2460;144;32;44;63;5;5;0
03836V1125958;Kvaløysletta nord;FV863 S1D1 m379;2023-04-01T00:00+02:00;2023-05-01T00:00+02:00;2023;4;5203;4816;5590;100,0;30;30;0;1;100,0;Totalt;4909;293;67;89;126;11;11;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;5924;5474;6374;100,0;31;31;0;2;100,0;1;5702;220;86;102;28;4;4;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;6017;5553;6481;100,0;31;31;0;0;100,0;2;5637;380;154;107;115;4;4;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;6016;5552;6480;100,0;31;31;0;1;100,0;Totalt i retning Tromsø;5636;380;154;107;115;4;4;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;5925;5475;6375;100,0;31;31;0;2;100,0;Totalt i retning Larseng;5703;220;86;102;28;4;4;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-01-01T00:00+01:00;2022-02-01T00:00+01:00;2022;1;11941;11027;12855;100,0;31;31;0;3;100,0;Totalt;11339;600;240;208;143;9;9;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;6548;6148;6948;100,0;28;28;0;6;99,9;1;6291;251;97;111;37;7;7;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;6655;6241;7069;100,0;28;28;0;1;100,0;2;6238;416;170;114;126;7;7;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;6653;6238;7068;100,0;28;28;0;1;100,0;Totalt i retning Tromsø;6237;416;169;113;126;7;7;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;6550;6151;6949;100,0;28;28;0;6;99,9;Totalt i retning Larseng;6292;252;97;111;37;7;7;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-02-01T00:00+01:00;2022-03-01T00:00+01:00;2022;2;13203;12389;14017;100,0;28;28;0;6;100,0;Totalt;12529;668;266;225;162;14;14;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;6754;6434;7074;100,0;31;31;0;8;99,9;1;6486;261;106;107;38;9;9;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;6849;6520;7178;100,0;31;31;0;0;100,0;2;6434;415;169;112;125;9;9;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;6848;6519;7177;100,0;31;31;0;0;100,0;Totalt i retning Tromsø;6433;415;169;112;125;9;9;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;6755;6435;7075;100,0;31;31;0;8;99,9;Totalt i retning Larseng;6487;261;106;107;38;9;9;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-03-01T00:00+01:00;2022-04-01T00:00+02:00;2022;3;13603;12955;14251;100,0;31;31;0;8;99,9;Totalt;12920;675;276;219;163;18;18;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;6403;5853;6953;100,0;30;30;0;2;100,0;1;6175;226;94;96;27;8;8;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;6495;5938;7052;100,0;30;30;0;0;100,0;2;6132;363;149;101;105;8;8;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;6495;5938;7052;100,0;30;30;0;0;100,0;Totalt i retning Tromsø;6132;363;149;101;105;8;8;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;6403;5853;6953;100,0;30;30;0;2;100,0;Totalt i retning Larseng;6176;226;94;96;27;8;8;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-04-01T00:00+02:00;2022-05-01T00:00+02:00;2022;4;12898;11791;14005;100,0;30;30;0;2;100,0;Totalt;12307;588;243;197;132;16;16;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;7030;6537;7523;100,0;31;31;0;2;100,0;1;6728;300;121;141;32;7;7;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;7132;6608;7656;100,0;31;31;0;1;100,0;2;6692;439;173;143;114;9;9;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;7133;6608;7658;100,0;31;31;0;1;100,0;Totalt i retning Tromsø;6693;439;173;143;114;9;9;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;7029;6536;7522;100,0;31;31;0;2;100,0;Totalt i retning Larseng;6727;300;121;141;32;7;7;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-05-01T00:00+02:00;2022-06-01T00:00+02:00;2022;5;14162;13145;15179;100,0;31;31;0;3;100,0;Totalt;13420;739;294;284;146;16;16;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;7376;6943;7809;100,0;30;30;0;5;99,9;1;6973;398;156;193;39;9;9;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;7515;7052;7978;100,0;30;30;0;3;100,0;2;6971;541;209;201;119;11;11;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;7514;7051;7977;100,0;30;30;0;4;99,9;Totalt i retning Tromsø;6970;540;209;201;119;11;11;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;7377;6944;7810;100,0;30;30;0;4;99,9;Totalt i retning Larseng;6974;398;156;193;40;9;9;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-06-01T00:00+02:00;2022-07-01T00:00+02:00;2022;6;14891;13997;15785;100,0;30;30;0;8;99,9;Totalt;13944;939;366;394;159;20;20;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;5677;5365;5989;100,0;31;31;0;3;99,9;1;5366;308;121;154;28;6;6;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;5802;5466;6138;100,0;31;31;0;3;99,9;2;5398;401;154;158;82;7;7;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;5800;5464;6136;100,0;31;31;0;2;100,0;Totalt i retning Tromsø;5396;401;154;158;82;7;7;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;5678;5366;5990;100,0;31;31;0;3;99,9;Totalt i retning Larseng;5367;308;121;154;28;6;6;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-07-01T00:00+02:00;2022-08-01T00:00+02:00;2022;7;11478;10833;12123;100,0;31;31;0;5;100,0;Totalt;10763;710;275;312;109;13;13;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;6857;6450;7264;100,0;31;31;0;3;100,0;1;6522;332;120;170;35;7;7;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;6963;6539;7387;100,0;31;31;0;1;100,0;2;6528;434;153;173;99;9;9;0
62639V2268190;Kvaløysletta sør;FV862 S2D1 m2930;2022-08-01T00:00+02:00;2022-09-01T00:00+02:00;2022;8;6963;6539;7387;100,0;31;31;0;1;100,0;Totalt i retning Tromsø;6528;434;153;173;99;9;9;0
